LigVolBP,LigVolpred
257.02,258.6256961904762
265.96,272.9272233333335
174.44,177.9572999999998
278.03,281.8444440476191
337.24,337.4752855555557
393.02,411.8349466666669
127.42,129.82489999999996
171.7,175.20887357142863
451.0,450.09696666666656
451.72,461.1327500000003
388.26,405.7102833333335
343.61,339.5296666666668
181.65,176.29605619047612
135.59,140.19438333333335
255.02,254.5302891666668
481.48,492.1726900000002
303.06,313.0508952380958
167.97,171.0168999999999
308.23,312.2767692926256
202.28,198.62935000000004
205.34,203.5394476190476
206.34,203.0358063636364
207.16,203.1276083333333
289.51,292.2557316666669
524.19,512.5383722222223
163.17,164.31880288515407
326.4,330.2955666666665
481.78,480.3133958333335
374.45,381.0147333333337
417.45,423.5963583333333
188.04,190.49829670634915
318.4,329.7613381907307
228.28,225.22156166666667
302.54,306.8930166666668
488.26,491.3961380903223
121.67,116.71859583333335
133.15,134.78853333333342
309.32,315.7690338372128
212.22,207.02367500000005
220.32,221.26861333333335
413.17,414.8890047619048
442.49,429.5776450000001
463.12,470.70868333333374
190.68,193.7435333333336
199.96,191.65682500000017
392.05,391.80052250000006
348.74,342.5239420238096
137.74,137.83830333333327
271.64,278.8733833333329
291.3,302.4081949999998
321.69,331.3321333333335
309.75,304.64823809523824
116.57,118.17943464285702
300.14,316.4095000000001
180.82,187.6304000000001
788.52,797.561608333334
510.2,509.4900340476197
391.14,400.5766433333333
454.46,451.65611999999993
150.35,157.14271999722502
428.6,430.0358999999997
252.99,257.7428658333331
155.81,156.82427619047624
282.34,283.31576666666666
491.64,509.5082524025973
243.79,240.54035833333327
357.33,362.1420833333333
468.22,474.1796175000003
251.79,255.21795333333336
188.63,187.6762733333332
355.99,357.9510999999999
259.82,254.76692499999996
506.94,505.1675666666672
164.11,159.6804875541126
112.15,112.60786750305246
167.34,172.93528461538452
373.85,367.37838
190.81,184.82062363636368
386.95,385.76379467532496
345.61,336.27070000000026
237.69,236.10445333333337
469.95,452.180015
363.82,366.0253
249.2,249.211875
364.14,362.6145283333333
209.05,208.29549714285724
842.47,782.8677916666666
151.15,161.45296500000006
876.67,907.310140000001
298.33,300.37122465466945
258.86,264.5976999999999
201.28,207.6207295959595
231.97,232.0929333333333
197.55,196.42868499999997
98.93,103.5910940476191
380.54,370.1044833333332
243.19,250.72183452380955
313.35,315.918779880952
97.76,96.8015419444445
578.32,591.8635474999999
479.66,462.4072821428573
255.35,273.63006666666683
540.02,564.7212749999998
408.54,408.3470416666668
310.88,302.8809333333333
778.88,755.900874047619
647.32,634.738183333333
196.27,193.4544500000001
390.78,395.6038880555559
201.67,199.29352976190472
678.84,677.9263309523809
197.19,198.1963388095238
293.97,303.1722583333332
481.59,467.06749999999977
531.36,573.6169766666666
328.25,320.7040784313721
246.27,253.97781000000012
296.46,308.44289166666624
313.1,308.84745548841136
726.68,689.8169025
436.96,403.1031752380953
188.05,186.85053173160165
188.01,186.0322086363637
354.09,366.92237499999993
131.24,135.49780047619052
351.59,355.82129999999984
262.17,250.619695
320.17,330.2664933333335
125.6,124.16861833333328
483.06,507.8566525541129
594.39,610.0747333333336
336.64,333.8051570289855
136.35,135.85481833333338
100.6,102.63636500000008
385.82,375.66892
216.93,223.5780966666667
215.07,207.74500000000003
343.52,339.1748547619045
241.13,221.6539199999999
321.98,333.1111833333333
281.9,277.2012400000001
279.19,284.1975666666668
125.47,119.16798551739926
364.99,363.2726999999999
217.93,216.22828166666685
280.2,284.5485333333334
383.43,373.3000733333333
320.63,318.8500899999999
191.24,199.17618499999992
535.61,516.5015966666672
148.12,152.5726238636364
296.0,300.57759005820094
257.96,258.71429666666666
280.06,277.328975
499.33,517.6101416666669
368.97,350.7187033333332
302.54,304.58473666666634
389.66,400.73733333333337
302.37,312.4504047619048
153.84,161.74097500000005
601.09,611.1760999999999
433.79,429.38216666666665
408.86,403.7297735714285
118.41,120.04877999999992
302.95,300.0547867328512
320.74,323.7513117857142
212.63,221.9071633333334
215.67,221.2802416666667
553.44,546.9191203571431
529.45,541.6708959884561
276.92,272.7174266666667
177.16,174.39516821428575
253.71,263.5266000000003
334.22,345.02029999999985
425.37,416.30036666666666
315.15,329.30918888888897
126.75,123.48098666666672
332.34,335.1556666666668
203.75,205.97161111111103
288.63,300.37122465466945
429.86,420.24255166666654
420.07,420.24255166666654
573.43,587.0982983333333
338.45,335.6183151515153
290.0,284.4481063492065
272.04,282.68805
218.84,206.39483000000007
263.95,247.74582666666663
307.45,309.66343833333303
122.76,121.3319872222222
245.14,244.22990107142823
253.5,271.67928999999987
445.37,441.2411500000002
343.88,342.71914055555555
344.47,342.71914055555555
399.82,397.6343333333335
543.55,545.9970572222221
273.13,276.55526666666674
342.13,362.0114999999998
91.65,93.05190324703076
332.69,331.53978568692264
431.05,456.7380696969695
956.22,946.6747600000004
135.38,137.50896119047624
331.13,332.51081666666664
316.76,328.8000499999999
153.52,154.68735166666656
100.88,102.86517857142854
809.38,813.8643466666657
519.71,507.9174800000004
553.72,526.054487619048
237.3,232.87775833333345
550.47,561.6465000000001
192.16,199.86597333333347
371.25,368.67279999999977
272.33,275.8516166666668
395.66,378.188425
208.27,213.11563333333345
443.37,448.9963100000003
362.25,354.5312780067154
376.12,372.1430583333332
287.77,291.54933333333344
309.23,303.7720324137931
150.54,152.702509848485
88.95,91.34935999999998
494.1,510.7493883333337
112.34,112.65240333333324
402.22,391.8937999999998
225.66,224.8185464285716
304.94,303.561716666667
486.31,480.8691991228068
271.31,272.60397333333344
723.63,722.9798699999993
259.05,252.1998714285716
322.85,314.939342884748
284.23,282.0642899999998
399.92,385.45640000000026
140.06,145.74571428571423
120.36,121.9402722421696
271.45,273.1715555555555
252.4,255.15166515873017
261.84,252.73734382284383
831.28,886.4799555555556
296.63,287.8653749999999
107.65,110.53049071428576
251.94,252.56208333333345
596.65,597.7874702380948
450.32,443.01630500000016
598.99,600.6512597222219
550.31,558.6407166666667
427.92,440.7409250000001
763.76,744.0546408333336
200.24,193.84342019841267
120.36,118.31901587648464
597.2,624.4982645454545
239.92,241.26625
117.7,118.21852880952376
173.72,169.19872999999995
422.04,409.22541666666666
260.2,272.89658333333296
326.59,316.9153180952381
525.28,522.1264966666668
90.47,91.34935999999998
356.87,363.7010666666666
388.13,382.0293666666667
672.98,652.4284875757567
302.65,303.854976023392
112.45,113.07873833333328
220.83,222.52062499999997
438.28,437.6016476190478
508.93,493.7963499999992
533.76,530.0449528571424
269.14,269.81730670634926
247.4,239.262475
670.71,641.2686524603176
640.3,641.2743770634922
289.52,287.8653749999999
293.39,287.03821666666664
307.06,307.46957333333285
342.64,339.05292000000003
220.93,214.67084214285725
404.12,401.50493
386.81,376.53279666666674
231.43,241.014725
245.63,258.0348500000002
141.2,142.23251630952376
100.62,102.18788292335977
512.06,510.9950966666671
275.64,275.95056904761884
621.81,624.6898828787878
531.03,538.7336452380949
111.76,112.85627214285714
428.94,412.0921666666665
381.83,378.7705133333335
313.12,316.8593666666665
147.56,152.34561493284502
119.81,118.31901587648464
104.44,102.14197571428568
349.64,351.2539
117.93,121.3688681547619
129.1,129.22915023809526
374.91,378.78870857142846
346.3,328.0913741666666
132.16,127.50701660160016
425.94,413.7826
505.8,515.3184400000005
347.26,355.5215408681016
166.09,168.67760333333342
453.66,460.7501000000008
280.85,282.0642899999998
304.56,301.8830610539368
236.18,236.9577777777779
160.44,155.90060596819848
268.17,276.3208774999999
418.8,413.9154750000002
432.67,428.7023749999995
164.25,168.39141166666667
414.03,427.1031166666668
219.57,212.6930999999998
223.11,227.35089666666667
127.0,126.97199745896287
150.24,152.9566212012987
284.74,279.6782083333333
607.85,585.5650754906208
241.53,245.3076262121211
228.41,233.17975500000009
342.74,341.0049000000002
543.42,535.4594295238093
165.64,165.4958683333333
144.25,147.13692411893663
347.55,340.99499733044735
209.53,221.50099583333335
172.19,174.14232301226548
183.61,187.2906725
325.79,318.7150999999999
303.86,307.65845499999995
306.13,299.18362880259093
370.97,342.1989000000001
300.24,292.647879310345
768.25,756.7570884523808
317.99,318.26636666666667
223.85,221.02752500000025
144.32,147.13692411893663
375.51,376.5711083333331
214.04,214.6213043452381
521.28,510.7412019548875
444.39,454.31636
645.66,659.3032999999996
235.13,228.76290333333336
160.58,160.86697785714293
161.15,160.78436356227112
388.31,401.50300000000016
322.49,306.4099814285715
468.73,469.65449999999976
184.08,172.98069999999984
194.95,174.44637499999988
298.73,304.80018052631607
316.14,321.824145
309.76,322.553525
167.0,166.26773021088104
248.19,250.73384924242416
128.64,131.8126083333332
322.78,328.2681538461538
556.75,506.6047061111112
323.24,324.4484500000001
298.88,306.5081108333334
289.28,291.94018277777786
195.96,193.5063366666666
206.33,203.49764166666648
315.66,310.2169133893556
480.16,487.252844126984
494.64,488.85690079365065
133.31,131.34615142857143
656.53,652.5125003205126
394.26,392.103305714286
550.14,540.4057490476188
442.2,427.5458199999998
467.67,468.13981000000007
313.17,313.6746912962963
424.41,414.42830000000026
369.18,377.1006999999999
264.89,265.2470224358974
309.98,305.04976769005845
397.27,406.7807699999999
179.59,174.4279457792209
374.89,377.2256692857143
788.24,775.0628166666673
284.95,286.2700666666661
309.18,316.0632000000001
337.9,342.28316891853507
382.19,378.7705133333335
258.35,255.07452158730155
132.29,133.3081745238095
152.84,160.60146666666665
466.33,460.6128
113.89,112.69210428571428
460.66,479.5551607843138
462.95,488.2572083333333
507.29,528.4942510606065
154.96,155.90060596819848
399.65,388.0801
159.51,160.86697785714293
178.48,175.3229966666666
314.72,303.841225
603.34,610.8875261904761
223.03,222.84935666666655
493.43,490.86571846391695
465.96,456.2182612144527
689.6,689.9791284126985
123.58,126.97199745896287
488.78,489.6106222222217
160.46,163.84986784689005
335.94,325.90960000000007
360.18,370.5330000000003
457.74,469.7478
209.94,217.75380333333328
238.07,233.08848903846143
476.72,478.0039666666671
257.26,258.185033333333
192.88,194.7505500000001
475.61,479.1804916666666
343.66,335.64952916666664
136.99,139.55503333333328
229.27,226.29697666666664
350.78,358.60534545454544
454.11,460.1223922348485
