exp,RF
5.0,5.929150000000001
6.34,6.307649999999995
7.93,7.383400000000007
4.66,5.256950000000001
6.0,5.25605
8.0,7.200550000000005
9.41,7.857999999999997
7.72,7.885650000000009
6.96,6.69305
4.28,4.586700000000001
8.1,6.413750000000004
2.62,4.161599999999997
6.29,4.626100000000005
3.71,4.976650000000001
7.15,7.272600000000003
6.54,5.800599999999998
5.64,6.082600000000002
9.52,6.637000000000001
6.67,6.8905499999999975
3.71,5.148249999999998
7.25,8.081799999999994
6.78,7.69445
7.77,5.895399999999999
4.28,6.276900000000004
4.24,5.111000000000001
7.52,6.8212500000000045
8.64,7.520549999999994
7.12,4.573199999999999
10.35,10.146099999999988
8.59,7.148199999999997
9.15,7.205949999999998
8.08,6.268049999999999
2.96,3.4331000000000005
5.82,6.511299999999999
4.12,6.679050000000002
5.92,6.021499999999995
7.32,5.5508500000000085
7.48,6.636250000000001
8.22,7.199349999999999
9.1,7.400750000000003
7.71,6.629400000000008
9.1,8.17619999999999
5.62,5.856199999999999
5.22,5.856750000000001
7.22,7.041100000000005
9.82,8.026900000000001
7.39,7.214799999999999
7.84,5.739649999999995
7.24,6.3305999999999925
7.01,6.989899999999998
7.55,7.654250000000002
3.45,5.888549999999999
10.72,10.275299999999987
6.05,4.507450000000002
6.09,6.729199999999996
6.05,4.477800000000001
2.3,3.5238000000000005
2.82,4.683750000000002
4.97,4.372950000000001
8.77,6.746600000000004
6.37,6.14795
5.6,6.265799999999998
8.36,7.539599999999996
7.4,6.770000000000001
8.19,7.940000000000006
6.8,5.761299999999998
6.85,5.963950000000007
8.49,9.002300000000004
8.64,7.040600000000004
8.37,7.456450000000003
10.23,9.446749999999994
6.87,6.332400000000003
7.1,7.5835000000000035
7.31,6.3850500000000014
5.2,3.6209000000000033
8.07,7.390399999999999
9.04,9.359299999999983
4.4,5.635099999999999
3.87,5.234049999999994
7.35,6.167199999999999
2.87,5.659700000000003
7.72,6.720999999999998
8.38,8.775250000000005
4.62,4.440000000000005
4.78,4.702350000000001
3.66,3.860999999999996
3.89,6.2287
5.99,5.4778000000000056
7.24,7.176899999999997
7.3,5.711900000000002
3.6,4.692099999999993
2.68,3.880300000000002
2.89,4.217899999999999
9.01,8.160350000000008
4.6,4.5956500000000045
6.88,7.395649999999996
6.99,7.704050000000002
5.72,7.287100000000002
3.6,5.480200000000004
6.68,7.434150000000003
6.31,6.095399999999999
7.68,5.550700000000002
8.46,7.356050000000003
7.06,7.334900000000004
6.29,4.876249999999998
7.12,5.362499999999998
10.32,10.675649999999996
11.52,10.450399999999997
8.27,6.906499999999997
2.96,4.247899999999999
6.3,6.964750000000002
5.82,5.631950000000001
2.92,3.1194000000000024
8.6,7.478199999999998
4.42,5.7232
5.52,4.392799999999998
8.7,6.524800000000003
6.4,6.003849999999993
5.05,5.713499999999999
6.68,6.818600000000004
9.7,7.606250000000008
3.66,4.668449999999997
7.24,7.141250000000005
5.77,6.529
2.3,3.4749500000000024
8.32,7.129149999999997
4.46,6.482999999999997
3.96,5.9984
6.12,5.292299999999998
8.7,7.542100000000001
6.96,6.526549999999998
9.05,6.434250000000003
6.72,7.212900000000001
2.98,5.39045
4.15,5.314549999999992
4.14,5.8915
4.33,6.13495
4.85,6.433200000000004
6.06,4.848400000000006
4.16,5.1682
6.12,7.321849999999994
6.11,7.435050000000002
3.85,6.267499999999997
3.0,5.015150000000001
3.25,3.8386999999999984
3.23,4.004099999999994
5.74,5.725599999999997
7.6,7.738650000000011
6.7,6.9267499999999975
8.19,8.879349999999983
9.59,8.293950000000008
9.44,8.947049999999996
6.4,5.4296500000000005
5.47,3.693650000000001
7.39,7.033049999999996
5.97,5.40005
8.52,7.1462500000000055
4.4,6.436399999999993
6.71,6.8842
3.57,4.532200000000006
3.77,5.9377999999999975
6.28,4.041849999999996
7.54,5.2059000000000015
6.82,5.0767500000000005
6.27,6.845050000000008
5.82,6.39315
6.1,6.038550000000002
6.29,7.289199999999994
8.24,7.496949999999995
7.77,7.372949999999994
9.22,7.082499999999999
4.69,6.0627999999999975
2.48,7.07845
11.24,9.161899999999996
4.32,5.538599999999999
6.2,4.776250000000002
5.41,4.756850000000004
4.0,4.039700000000003
8.21,6.611850000000003
8.72,7.960700000000004
2.35,4.0619
9.76,8.421900000000004
4.43,4.488749999999999
6.46,5.262800000000004
7.1,6.2728499999999965
6.5,6.315500000000005
6.38,6.943500000000001
5.05,7.273250000000002
5.82,5.261349999999994
9.68,9.459650000000002
8.64,7.091500000000005
8.19,8.340500000000006
8.19,6.381850000000001
5.59,5.078149999999999
7.19,6.713750000000001
8.22,7.6208
9.15,7.567999999999997
7.17,5.58025
7.38,7.098000000000001
6.54,7.255700000000002
3.2,3.937450000000002
6.66,6.269399999999999
5.82,6.146850000000006
6.06,6.048649999999999
6.36,6.413550000000002
7.24,6.993950000000001
5.7,7.336349999999997
5.84,4.50135
10.21,6.339100000000003
8.8,7.721299999999998
9.01,7.597900000000002
7.85,8.12410000000001
7.66,6.996949999999997
9.0,6.222150000000006
6.21,6.3767
7.03,7.42605
4.54,4.2201999999999975
10.18,8.508650000000003
8.2,7.328250000000001
4.43,5.026199999999998
8.43,7.765900000000001
5.12,4.392800000000003
2.16,4.3183500000000015
5.09,5.973050000000001
2.8,4.9755999999999965
6.45,7.308549999999999
6.05,6.288400000000004
6.7,7.259149999999996
7.19,6.960650000000007
4.71,4.38345
4.72,6.074949999999998
8.1,8.2062
7.28,6.839600000000006
4.89,5.8613499999999945
4.96,6.125599999999994
7.57,5.567849999999997
9.74,8.524699999999994
4.43,5.203150000000003
7.66,7.718200000000003
7.05,6.7762
3.6,4.338099999999999
6.24,4.707949999999999
3.66,5.513250000000003
7.46,7.523449999999994
4.21,6.5745
7.52,6.854750000000006
7.59,7.647499999999996
6.52,6.6057
6.66,8.24675
6.72,5.830949999999998
7.47,6.477499999999999
3.87,4.560049999999997
4.55,4.457550000000001
6.67,7.570499999999999
3.61,5.230199999999992
3.63,4.936399999999996
4.07,5.686700000000002
7.0,7.491950000000007
7.53,6.748050000000001
5.41,6.259650000000004
7.37,7.752649999999988
8.7,7.346200000000001
8.6,7.237
7.12,6.4737
6.37,6.981950000000012
6.49,7.587050000000001
4.52,6.469199999999998
4.02,5.3138
8.77,7.029050000000002
7.24,6.977399999999999
8.05,7.826699999999999
6.29,6.542549999999997
7.38,6.554300000000003
5.21,6.634699999999997
7.55,5.948450000000004
8.19,9.149299999999997
8.85,9.032699999999988
6.11,5.901100000000002
6.47,6.642999999999998
8.24,7.611399999999994
4.49,3.511299999999999
8.09,7.603099999999996
5.82,5.509350000000003
3.9,3.913700000000001
10.92,10.739000000000008
3.13,4.555250000000005
6.92,7.244049999999991
5.08,5.56105
4.82,5.855900000000002
8.74,5.840599999999999
8.12,9.637799999999988
8.89,7.647349999999999
6.98,7.5224
5.93,6.8116999999999965
7.43,6.429899999999995
4.74,4.20055
5.96,6.254349999999997
10.65,8.561649999999988
7.77,7.413700000000007
4.71,6.455800000000004
5.05,5.3587000000000025
6.0,6.018549999999998
7.89,7.719450000000011
7.24,7.773100000000003
4.33,5.696249999999996
6.54,5.760650000000003
4.85,5.173049999999998
5.39,5.830800000000002
4.7,5.734950000000005
4.26,5.5144
8.01,7.602499999999999
5.32,5.116900000000007
6.44,6.362399999999999
3.92,5.936600000000006
4.89,6.544450000000001
4.53,6.080449999999997
6.41,5.3519000000000005
6.4,5.34085
5.62,6.003750000000004
4.89,5.313250000000002
5.07,4.820300000000004
5.39,7.098549999999996
3.62,5.4342
11.29,7.579249999999989
9.68,8.785750000000013
4.57,5.49975000000001
7.8,7.016099999999999
7.7,8.127049999999993
10.74,9.096549999999995
4.38,5.526000000000006
8.92,7.780899999999999
5.16,5.7053499999999975
9.85,9.627649999999996
5.01,6.614299999999998
3.32,4.155950000000001
4.44,6.6979
8.6,9.595200000000004
5.3,5.150650000000004
6.92,6.099100000000004
6.72,6.837600000000009
4.74,4.621049999999999
6.37,6.317700000000001
6.16,6.299900000000001
3.33,3.96285
9.77,7.504250000000002
6.62,5.072350000000001
6.28,5.16265
3.87,6.359300000000002
5.46,6.4362999999999895
7.85,7.3723
7.7,7.257199999999994
7.52,5.2121
4.59,7.250600000000003
7.64,6.588699999999997
4.1,4.2773
4.85,5.03395
6.55,7.463000000000005
10.66,9.577250000000006
6.49,5.521350000000001
6.54,5.44505
11.8,6.3288000000000055
4.36,5.456900000000001
4.92,5.903949999999997
4.85,5.1263
4.96,5.717149999999998
8.52,7.986600000000013
5.93,6.645199999999996
10.55,8.866200000000008
6.11,7.523150000000003
8.14,9.2117
4.2,6.000250000000003
4.8,5.163800000000005
5.82,4.888900000000003
9.22,8.200699999999998
7.19,4.909800000000001
10.92,10.00090000000001
10.82,7.976600000000002
8.66,8.655999999999992
8.41,8.4683
8.7,6.838900000000003
6.9,6.852999999999996
7.4,6.757199999999994
6.82,7.298250000000003
9.0,7.707450000000003
3.8,5.1008
5.94,6.212750000000005
6.22,5.956799999999999
7.85,7.320999999999998
7.74,7.351149999999995
4.25,4.39435
7.6,7.239999999999996
5.09,6.191449999999999
9.4,8.60335000000001
3.46,6.277800000000006
10.48,9.502000000000002
8.89,8.200150000000002
8.89,7.517250000000005
7.82,6.925450000000001
8.89,7.259549999999998
6.09,6.722699999999999
7.7,4.972749999999998
4.79,4.078499999999999
6.96,7.275100000000001
8.7,7.086599999999995
5.46,6.365100000000002
5.12,6.288100000000006
7.44,7.007650000000004
5.39,5.976950000000001
4.21,5.010650000000001
7.35,6.8087
5.4,5.33405
10.25,9.435800000000008
7.7,4.562850000000004
8.74,9.007949999999996
5.3,5.7142
4.54,5.367949999999999
7.55,6.149600000000003
3.3,4.904749999999997
5.85,5.354899999999999
4.6,4.889600000000003
2.47,4.36795
5.98,5.270200000000004
5.1,5.839050000000007
5.9,7.022649999999995
4.3,5.340450000000004
6.85,5.088150000000002
9.0,6.500649999999999
5.14,6.4857
6.55,6.098450000000001
5.89,5.208500000000006
4.52,6.274450000000001
5.74,5.27375
5.22,6.04045
7.4,6.734900000000002
7.68,6.398649999999999
7.57,8.069449999999998
6.82,6.249950000000001
7.43,7.64815
4.24,3.853349999999997
5.25,6.133800000000004
7.05,7.405099999999999
3.7,6.953749999999996
8.55,7.873150000000002
7.09,6.749050000000003
4.66,5.089949999999992
4.7,5.46135
4.41,5.709049999999996
6.92,6.691250000000001
6.59,6.279100000000007
4.36,4.3793000000000015
5.49,5.672900000000002
4.39,4.538449999999999
7.64,6.573500000000003
7.3,6.717450000000007
11.72,10.487850000000003
6.62,5.70945
7.82,6.250150000000002
4.23,5.433350000000003
6.52,7.713599999999999
10.46,8.571200000000012
9.22,9.85315
5.0,6.576500000000005
7.62,7.87795000000001
10.7,9.275950000000009
4.82,6.117100000000002
11.3,9.088449999999993
5.23,6.2276000000000025
8.52,7.776999999999998
9.07,9.182150000000004
5.72,7.457399999999995
7.3,8.582800000000008
9.15,7.89075
6.0,5.881649999999995
6.82,4.6323500000000015
8.3,6.5023500000000025
3.9,5.749850000000004
5.3,5.205249999999998
9.92,5.225150000000003
8.0,6.193600000000004
8.52,7.44675
4.28,4.6906500000000015
4.98,5.921100000000004
4.43,5.29045
4.0,5.472149999999998
4.52,5.139000000000002
3.74,6.897799999999993
6.74,7.6838
5.77,4.753750000000002
8.12,7.056549999999995
4.08,4.605600000000003
6.4,6.315699999999993
6.41,6.534499999999996
6.25,6.432999999999992
6.74,6.513549999999999
10.6,6.394900000000006
10.49,7.538100000000007
4.54,5.321899999999999
7.7,7.229050000000005
7.55,6.972000000000005
2.7,3.5657000000000023
7.85,5.928799999999999
7.84,7.494749999999995
7.02,8.075700000000001
6.47,6.27835
7.77,9.58264999999999
8.7,7.744250000000005
7.64,6.518549999999998
8.31,7.421649999999997
6.74,5.440750000000003
4.55,4.480399999999999
7.37,6.813050000000005
9.68,9.265850000000006
7.0,5.884099999999993
8.89,8.969550000000007
5.66,6.873299999999997
7.34,6.4387500000000015
7.68,7.2944499999999985
7.4,6.611800000000003
3.1,4.528949999999998
3.57,5.731800000000004
9.72,7.187499999999997
6.48,5.545649999999999
2.51,4.587800000000001
8.3,6.6425000000000045
6.48,5.356500000000003
5.82,5.87815
4.49,6.8251500000000025
5.49,4.499250000000004
4.59,5.435049999999999
5.99,7.165549999999995
8.7,7.825499999999993
5.49,5.720200000000008
7.61,7.252000000000001
3.42,6.044350000000001
3.68,7.157549999999997
5.22,5.857450000000003
7.6,6.757199999999996
4.54,7.164600000000003
5.11,4.370250000000001
8.92,5.954300000000001
7.22,5.218850000000003
9.28,9.273849999999989
8.46,8.9383
7.0,6.99
5.51,5.970800000000001
5.7,5.799650000000001
6.4,5.758650000000002
8.18,6.4286500000000055
9.8,7.767450000000002
7.3,7.748400000000001
5.26,6.1802500000000045
5.92,6.3217500000000015
7.19,5.836050000000003
6.57,6.30025000000001
8.72,8.055199999999992
9.76,7.231750000000001
6.96,7.040600000000004
7.57,7.304600000000007
3.72,5.849950000000003
9.43,5.633450000000002
2.3,5.302500000000004
7.07,6.989900000000003
7.55,7.112700000000007
7.21,6.645050000000002
6.47,6.892250000000006
8.0,7.626799999999999
6.68,7.230299999999989
9.08,7.320299999999999
4.5,5.296150000000004
3.04,6.263650000000001
6.59,7.141199999999997
6.7,6.73885
6.3,6.692550000000003
6.97,7.273050000000003
5.08,4.948799999999999
8.52,5.587550000000004
6.19,6.732450000000001
4.59,4.870700000000003
4.62,4.0177000000000005
7.85,6.805599999999995
4.41,5.303800000000003
5.55,4.331050000000001
8.96,7.682100000000009
4.84,6.097249999999997
5.48,6.291949999999998
2.19,3.689499999999998
5.89,6.39054999999999
9.1,7.036700000000001
8.29,6.830249999999996
3.82,6.488450000000006
5.59,6.471999999999998
6.74,7.252450000000001
2.97,6.2817500000000015
3.32,4.671900000000007
3.57,5.636
9.3,7.430649999999998
2.1,4.286100000000002
4.49,5.6494500000000025
5.85,5.769999999999997
5.68,6.224749999999999
7.23,6.727099999999995
6.52,6.465549999999999
5.72,6.502650000000001
7.29,6.033650000000007
4.4,6.080100000000001
2.49,5.666400000000002
8.0,6.915400000000006
5.39,4.74625
7.49,5.607250000000004
7.0,7.124600000000004
4.09,5.602350000000005
3.01,4.124249999999999
4.51,5.190149999999994
8.6,7.6973
7.66,7.541900000000004
7.05,7.482000000000002
6.6,6.231600000000004
4.63,5.176750000000001
7.74,6.870999999999996
3.97,6.425999999999999
4.87,4.779750000000004
8.14,7.013999999999994
4.7,6.785450000000001
6.4,7.595649999999995
5.15,4.8319
3.3,4.07005
6.7,6.020150000000005
7.4,6.894749999999999
7.4,7.49085
6.2,7.805900000000005
3.48,4.269950000000004
7.15,6.213600000000002
5.48,6.826149999999999
7.13,5.802300000000003
5.92,7.177700000000004
4.74,6.340049999999998
6.1,6.735800000000007
3.04,3.767749999999998
5.22,6.806300000000001
4.7,5.779750000000003
5.21,6.116950000000003
6.62,6.877499999999999
6.29,5.232649999999999
2.74,3.94565
8.52,6.980449999999996
4.67,5.45225
7.31,5.764750000000005
7.22,6.857899999999998
6.3,5.651449999999999
5.05,5.043050000000001
4.57,5.621049999999993
4.41,5.424550000000002
8.1,7.474249999999994
6.54,7.565000000000001
6.76,6.963749999999999
5.7,5.88915
4.87,5.928500000000001
5.85,5.2862000000000045
7.43,5.202549999999999
7.32,8.244750000000002
3.24,4.598349999999997
2.0,4.424200000000001
2.0,4.956649999999999
4.26,6.035249999999998
4.98,5.395549999999998
4.52,4.202299999999999
2.06,4.286650000000001
2.6,4.545749999999999
7.6,6.757049999999998
5.49,6.386599999999999
7.41,6.786000000000004
7.14,7.335850000000002
9.27,8.44295
2.17,4.357350000000005
6.21,6.124399999999998
4.68,5.601800000000005
7.99,5.615450000000001
7.86,7.6638
8.7,6.39155
5.6,7.471800000000001
5.95,5.929950000000002
7.24,6.689499999999998
10.71,7.514549999999999
4.44,6.014899999999995
4.55,5.728249999999999
5.51,5.106150000000002
6.91,6.2150000000000025
4.24,4.50455
8.32,8.610299999999988
5.13,6.383899999999994
4.44,5.61035
8.38,5.215100000000004
8.43,7.296700000000005
5.53,6.044000000000004
6.86,6.494849999999999
4.64,6.083500000000003
3.08,6.261800000000002
7.85,6.78315000000001
2.76,6.0505
4.3,5.794149999999998
5.3,6.303250000000002
6.11,5.787049999999999
7.46,7.489350000000001
3.15,4.459200000000001
4.11,5.4699500000000025
3.67,5.316849999999999
3.17,5.384450000000003
2.72,5.726350000000004
5.89,6.030250000000004
5.32,6.5961
8.4,8.207300000000009
4.05,5.351000000000002
6.46,6.997300000000003
6.28,7.174200000000002
4.8,6.852150000000003
6.47,6.191549999999999
8.26,7.912650000000002
6.51,6.2745500000000005
4.1,6.6309000000000005
9.15,9.1597
7.08,7.809449999999997
4.89,5.230950000000002
6.6,7.309949999999998
7.7,6.088550000000001
10.17,8.158150000000003
4.76,4.654950000000004
5.4,6.612099999999998
6.34,6.007000000000001
9.05,5.690850000000003
8.19,6.984450000000004
7.07,6.025600000000002
8.48,7.925500000000008
5.03,4.653550000000011
8.7,7.541099999999997
5.51,5.5997
6.56,5.715150000000001
6.26,5.480149999999996
4.06,5.726450000000004
2.74,4.731349999999997
2.78,5.338700000000004
3.43,4.758200000000001
4.2,5.633199999999999
4.48,5.678549999999999
8.92,8.194150000000002
7.19,7.682050000000011
5.96,6.8203
5.25,5.009850000000001
5.11,5.820150000000002
5.07,5.548950000000001
7.36,6.944699999999996
7.1,7.661400000000001
8.15,6.976150000000006
6.21,7.4076499999999985
7.85,7.101999999999999
7.09,6.646799999999995
7.68,7.55695
6.6,6.818849999999999
6.74,6.718999999999991
7.52,6.968399999999998
5.04,5.594400000000007
5.15,5.61225
8.79,8.302150000000008
7.7,7.254599999999994
6.84,5.175850000000004
4.47,5.200950000000003
6.61,5.384700000000004
5.48,5.296950000000001
5.51,6.779899999999994
8.12,9.6543
4.1,6.8548
10.59,9.745300000000007
6.92,7.064700000000005
4.55,5.565
5.8,5.98885
7.31,7.695899999999992
3.44,6.227800000000002
7.48,7.293200000000002
6.26,7.134049999999995
6.59,7.125499999999995
3.07,5.031199999999998
7.51,6.033900000000001
7.01,8.738049999999998
6.61,6.361400000000003
3.77,6.378700000000006
8.38,7.928399999999995
3.69,3.9462500000000023
6.22,7.346099999999995
6.87,7.353850000000001
8.59,8.334399999999993
6.24,5.124699999999997
8.55,7.652650000000005
7.68,4.30025
6.04,5.522750000000006
8.98,8.824399999999988
3.29,5.666350000000002
4.31,4.9642
4.1,5.560600000000003
5.04,5.2527500000000025
4.86,5.036450000000001
5.76,7.234900000000001
5.98,5.66045
4.98,6.473250000000003
4.69,5.312599999999999
5.74,6.8374000000000015
2.82,5.511600000000003
5.16,5.593300000000008
3.37,5.9115500000000045
5.56,4.7067
5.81,6.005150000000003
4.6,4.308949999999999
5.12,6.721749999999999
5.7,6.0251999999999954
7.17,6.870750000000002
4.96,5.747700000000001
7.36,7.220100000000003
6.49,6.323300000000005
5.71,6.1957
7.74,7.872749999999996
8.31,7.259700000000001
5.68,6.134049999999999
5.28,5.556049999999999
6.17,7.545350000000009
3.12,4.84325
4.7,5.378800000000002
3.98,4.961499999999998
5.1,7.0820000000000025
3.19,6.851450000000007
8.64,7.31319999999999
5.46,5.983250000000002
10.21,9.225949999999996
10.0,9.1231
7.72,6.687899999999998
10.72,8.500499999999986
3.54,3.888200000000004
6.0,4.383000000000002
3.72,3.78235
4.54,5.511850000000004
3.9,4.211950000000003
6.21,6.865599999999996
6.01,6.576199999999996
6.6,5.150799999999999
5.22,5.271599999999999
9.96,9.701599999999983
6.96,6.755600000000004
4.7,6.0295000000000005
4.2,4.188300000000006
6.0,5.436750000000002
7.72,6.013750000000004
7.37,7.279950000000003
4.52,6.543950000000003
10.0,8.488099999999998
6.17,6.808350000000001
5.96,8.12509999999999
3.3,4.307250000000001
5.05,5.068199999999997
8.1,7.255549999999999
2.26,4.335500000000003
5.1,5.63385
9.05,7.626299999999998
6.0,7.1276500000000045
3.4,5.511199999999998
5.24,5.72155
9.96,6.960750000000003
8.1,7.254050000000006
8.25,8.062100000000003
8.8,8.74230000000001
7.19,5.211750000000007
3.72,4.542300000000001
4.04,4.9494
5.31,6.538099999999997
6.55,6.216200000000003
9.22,8.707849999999999
9.42,8.331450000000004
5.03,6.419800000000005
3.31,4.599400000000006
8.52,8.040949999999999
9.57,8.223899999999992
7.48,8.309050000000008
7.41,5.679649999999996
5.92,6.195050000000001
8.7,6.974799999999995
5.77,5.477450000000001
4.95,5.771750000000002
5.52,4.433200000000003
5.92,6.773200000000005
7.52,7.694950000000003
4.0,4.453249999999999
4.27,4.742000000000004
7.7,9.091700000000008
5.59,4.907050000000001
7.74,8.291000000000016
5.55,5.313299999999994
6.92,6.52295
4.49,5.455600000000007
8.7,8.353999999999997
6.77,6.738299999999997
6.03,7.456750000000007
6.2,5.8199000000000005
9.4,7.314700000000004
5.92,6.560350000000002
3.92,5.7281
9.82,5.7411499999999975
6.77,6.924949999999996
11.85,7.691000000000005
7.68,6.919649999999997
9.13,7.634500000000002
6.95,7.2659999999999965
5.15,6.976549999999999
7.35,7.513200000000007
6.15,4.741950000000004
6.74,5.353699999999996
8.05,6.515449999999998
5.26,4.736700000000004
8.15,8.703650000000003
5.1,7.153000000000004
6.34,6.1322
11.06,5.000249999999994
2.21,4.6018500000000016
7.77,7.753500000000007
9.28,8.472549999999996
7.05,7.072900000000005
5.55,5.813600000000001
4.35,4.480550000000001
7.52,7.842349999999999
8.77,9.638400000000004
4.77,4.7083
5.7,5.741349999999995
4.61,4.387900000000003
8.05,8.655799999999994
5.89,6.869150000000003
4.0,5.10475
5.4,7.055600000000001
5.07,5.4196500000000025
7.25,6.025200000000002
7.28,6.861599999999999
5.02,7.425650000000002
7.7,7.168449999999999
9.35,6.374450000000001
6.62,4.960099999999996
2.92,4.757750000000005
3.7,3.9417
3.6,5.389599999999997
7.85,7.908750000000005
5.7,6.492100000000001
5.39,5.757500000000001
7.22,9.3877
7.7,5.466700000000002
7.39,6.5995500000000025
4.7,6.372850000000003
7.4,6.147400000000004
11.2,10.637699999999995
11.59,10.314450000000011
7.8,6.088099999999998
7.82,8.127550000000006
5.96,5.573050000000007
5.4,5.966800000000014
7.92,6.387850000000006
9.4,9.439099999999993
6.76,7.213549999999997
9.51,7.747200000000008
7.62,8.323350000000001
7.82,5.624900000000005
7.14,6.730250000000001
6.82,8.169550000000003
4.6,5.846999999999998
4.03,5.3551500000000045
7.77,7.209299999999994
8.52,7.921799999999998
3.51,5.1430500000000015
5.47,6.687100000000004
7.33,7.4966
3.42,4.788049999999998
6.81,7.826850000000005
9.09,7.024600000000001
8.0,7.693149999999996
9.09,7.813049999999991
6.08,5.575000000000002
5.44,5.799300000000003
4.02,5.506100000000001
7.0,5.224500000000004
5.22,5.807799999999995
3.85,5.732500000000007
3.68,5.715800000000001
3.6,4.524000000000002
10.7,9.27964999999998
7.55,7.1191999999999975
7.18,7.227650000000006
9.96,7.641950000000004
3.43,5.5715
8.89,8.118950000000002
8.05,8.11305000000001
5.09,7.011449999999996
8.48,7.228400000000005
9.3,8.034100000000006
7.28,6.3046000000000015
3.3,6.077850000000003
7.74,5.944550000000004
4.38,4.300350000000004
7.62,6.954350000000002
6.17,6.9068000000000005
5.73,5.944900000000002
3.66,5.381899999999998
3.11,4.717900000000001
7.29,7.440849999999995
7.57,7.4033000000000015
4.15,5.196450000000007
3.28,6.251600000000001
4.42,5.150850000000003
5.6,7.959949999999997
4.92,7.268899999999998
5.89,6.319300000000003
10.59,9.389200000000004
9.64,9.320450000000005
8.4,9.0224
8.7,7.500949999999997
7.21,6.443350000000009
7.14,7.787000000000003
3.73,4.295400000000001
8.3,7.150749999999999
6.35,5.628549999999998
3.6,5.627100000000004
3.19,4.792099999999999
5.49,6.245300000000002
7.19,4.940299999999999
8.0,6.902249999999994
5.63,6.291
8.19,6.410549999999997
5.35,7.107649999999996
7.1,8.300550000000014
10.85,10.7097
3.89,6.47275
7.84,7.7063
3.27,6.5575
6.22,4.935300000000002
3.68,6.025250000000002
4.89,5.663799999999997
2.3,4.618400000000001
7.6,6.405550000000001
7.52,5.467650000000004
8.14,7.218950000000004
4.88,4.435700000000004
2.67,4.970349999999997
6.6,7.178899999999996
3.84,5.834049999999998
6.82,7.690699999999995
7.43,7.370350000000005
4.05,5.078899999999997
